0.70187,0.88652,0.58643,0.10419,0.8088,0.55869,-0.1454,1.0448,0.24319
-0.092143,0.1338,0.57132,-0.24915,-0.025289,-0.21395,-0.21093,-1.0616,0.1551
0.78317,0.66944,0.062623,0.30666,0.81686,0.21026,0.61712,0.10665,-0.96625
-1.1507,-0.61781,1.6499,-1.2373,-1.1189,-1.0888,-0.70057,-0.54829,1.3796
-0.10507,0.1539,0.65083,-0.012295,-0.068775,0.11337,0.024074,0.035844,-0.066719
1.4409,1.1256,-0.088762,0.94686,1.525,0.80739,0.85315,1.3811,-1.5425
-0.48198,-0.37892,0.13832,-0.80257,-0.4907,-0.65921,-0.36045,-0.72531,0.61751
-0.36222,-0.39346,-0.18815,-0.29896,-0.25105,-0.43679,-0.27481,-0.6722,0.53633
-0.82607,0.10023,2.9092,-1.043,-0.84486,-0.55204,-0.90436,-1.0616,1.2808
-1.1294,-1.1532,-0.81341,-1.0712,-1.0675,-1.1845,-0.80832,-0.81381,1.3121
-1.4234,-1.2111,0.021756,-1.2713,-1.4383,-1.3532,-1.2995,-0.6722,1.6625
3.2175,2.9001,0.22927,3.6412,3.1906,3.4189,1.1724,0.8324,-2.8146
1.5169,0.76322,-0.70607,2.5572,1.4401,1.6963,0.39467,3.8947,-1.2373
0.42066,0.045593,-0.57297,1.2,0.44892,0.68709,0.34291,0.53148,-0.84488
-0.019355,0.61984,1.5647,-0.62647,0.024632,-0.13066,0.020488,-0.42439,0.6638
0.27101,0.16999,-0.07461,0.66798,0.36267,0.28779,0.073624,0.9209,-0.37844
-0.36255,-0.27337,0.14547,-0.14488,-0.3132,-0.39026,-0.21367,0.30136,0.4677
-0.84089,-1.1438,-1.5035,-0.84928,-0.83618,-0.93795,-0.59041,-0.88462,0.94461
0.64468,0.46011,-0.10848,0.53636,0.62545,0.45902,0.1281,-0.6014,-0.39745
-1.3195,-1.3922,-1.3633,-1.0612,-1.3399,-1.1107,-0.66973,-1.0085,1.4042
-0.071633,-0.25824,-0.42827,0.052947,-0.10672,0.24457,0.0833,0.053545,-0.23328
-0.7228,-0.38665,0.80906,-0.83838,-0.74882,-0.52121,-0.77422,-0.38898,1.0976
-0.16915,0.47456,1.6181,-0.41151,-0.18936,-0.1543,-0.11771,-0.22967,0.21471
-0.84545,-0.85174,-0.43813,-0.87958,-0.93,-0.81389,-0.36253,-0.31818,0.77116
-0.85925,-0.52961,0.77503,-0.69826,-0.86448,-0.60415,-0.1344,-0.6191,0.29962
-0.044855,-0.11145,-0.12454,-0.24419,-0.086725,-0.20292,-0.087835,-0.54829,0.13158
-0.65291,-0.76757,-0.6396,-0.72337,-0.68552,-0.90996,-0.37283,-0.6191,0.684
-0.019895,-0.183,-0.34319,0.32723,-0.056069,-0.070402,0.091957,0.9563,-0.28619
0.37054,0.6033,0.64431,0.43445,0.36974,0.43323,0.39431,0.00044127,-0.74852
0.55595,0.11311,-0.63515,1.0716,0.61318,0.83147,0.36068,-0.070363,-0.97846
1.6054,1.5402,0.30815,1.4367,1.5998,1.9052,0.62943,0.51378,-1.5425
-0.31407,-0.35704,-0.19451,-0.70913,-0.23434,-0.54241,-0.62618,-0.22967,0.86809
-1.151,-0.80973,0.79188,-0.97222,-1.1332,-1.0565,-0.89169,-0.86692,2.0106
0.982,1.4268,1.0517,1.3742,0.90782,1.5401,0.32688,0.72619,-1.0793
0.0028715,-0.12868,-0.257,-0.1068,-0.015202,0.0751,-0.085804,0.9386,-0.20838
0.70399,0.59858,0.055945,0.44669,0.75643,0.516,0.35295,-0.034961,-0.79284
-1.2211,-1.3869,-1.6176,-1.0159,-1.1762,-1.2946,-0.90104,0.19515,1.3834
0.80717,0.30821,-0.6132,0.18812,0.85196,-0.01213,0.16433,1.5404,-0.43013
-0.10427,0.45692,1.3957,-0.56458,-0.074042,-0.074616,0.51356,-0.6368,-0.4354
-0.28386,0.24951,1.3604,-0.43645,-0.30965,-0.28072,-0.28329,-1.0262,0.38171
-1.1709,-1.4758,-2.1492,-1.0668,-1.1726,-1.0752,-0.75254,-0.6545,1.168
0.55287,0.0077939,-0.83329,0.75812,0.55938,0.77386,0.072249,-0.01726,-0.4422
-0.13535,-0.088148,0.11812,0.14877,-0.11699,-0.17463,0.0063374,0.70849,-0.038089
-0.034155,0.24161,0.69917,-0.24184,0.0083568,0.069928,0.06172,0.31906,-0.06896
